"Ano";"Tipo de Emenda";"Autor da emenda";"Número da emenda";"Localidade do gasto (Regionalização)";"Função";"Subfunção";"Programa Orçamentário";"Ação Orçamentária";"Plano Orçamentário";"Código da emenda";"Valor empenhado";"Valor liquidado";"Valor pago";"Valor Restos a Pagar Inscritos";"Valor Restos a Pagar Cancelados";"Valor Restos a Pagar Pagos";
"2023";"Emenda Individual - Transferências Especiais";"CELSO MALDANER";"0013";"CONCÓRDIA - SC";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202325690013";"814.604,00";"814.604,00";"814.604,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"NIVALDO ALBUQUERQUE";"0007";"PASSO DE CAMARAGIBE - AL";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202338390007";"814.604,00";"814.604,00";"814.604,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"CARLOS GOMES";"0001";"MARATÁ - RS";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202330670001";"814.604,00";"814.604,00";"814.604,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"SAMUEL MOREIRA";"0002";"CÂNDIDO MOTA - SP";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202337590002";"814.604,00";"814.604,00";"814.604,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"RAIMUNDO COSTA";"0003";"BAHIA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202341280003";"814.604,00";"814.604,00";"814.604,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"GENECIAS NORONHA";"0007";"CEARÁ (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202327020007";"814.604,00";"814.604,00";"814.604,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"ZE NETO";"0003";"RETIROLÂNDIA - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202391910003";"814.604,00";"814.604,00";"814.604,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"CARLOS GOMES";"0004";"CAMPINAS DO SUL - RS";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202330670004";"814.604,00";"814.604,00";"814.604,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"DELEGADO PABLO";"0006";"Nacional";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202339580006";"814.604,00";"814.604,00";"814.604,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"RAIMUNDO COSTA";"0008";"BAHIA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202341280008";"814.604,00";"814.604,00";"814.604,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"NEREU CRISPIM";"0009";"NOVA BASSANO - RS";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202341210009";"814.604,00";"814.604,00";"814.604,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"DR. JAZIEL";"0007";"CEARÁ (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202339610007";"814.604,00";"814.604,00";"814.604,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"JOSE NUNES";"0009";"SANTA BÁRBARA - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202327450009";"814.604,00";"814.604,00";"814.604,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"JOSE NUNES";"0011";"CANUDOS - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202327450011";"814.604,00";"814.604,00";"814.604,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"OSIRES DAMASO";"0017";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202341220017";"814.604,00";"814.604,00";"814.604,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"CELSO MALDANER";"0020";"ERVAL VELHO - SC";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202325690020";"814.604,00";"814.604,00";"814.604,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"PAULINHO DA FORCA";"0002";"EUCLIDES DA CUNHA PAULISTA - SP";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202325320002";"814.604,00";"814.604,00";"814.604,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"OTTO ALENCAR";"0011";"LAPÃO - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202237950011";"819.682,00";"0,00";"0,00";"819.682,00";"0,00";"819.682,00";
"2022";"Emenda Individual - Transferências Especiais";"NICOLETTI";"0008";"RORAIMA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202241640008";"819.682,00";"0,00";"0,00";"819.682,00";"0,00";"819.682,00";
"2024";"Emenda Individual - Transferências Especiais";"CID GOMES";"0011";"RERIUTABA - CE";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202440810011";"840.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"VANDERLEI MACRIS";"0011";"MONTE AZUL PAULISTA - SP";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202323660011";"843.930,00";"843.930,00";"843.930,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"VANDERLEI MACRIS";"0012";"SANTA RITA DO PASSA QUATRO - SP";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202323660012";"843.930,00";"843.930,00";"843.930,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"VANDERLEI MACRIS";"0001";"AREIAS - SP";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202323660001";"843.930,00";"843.930,00";"843.930,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"VANDERLEI MACRIS";"0013";"VARGEM GRANDE PAULISTA - SP";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202323660013";"843.930,00";"843.930,00";"843.930,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"TIAO MEDEIROS";"0006";"PARANÁ (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202444870006";"850.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"DR. LEONARDO";"0008";"MATO GROSSO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202239620008";"850.000,00";"275.000,00";"275.000,00";"575.000,00";"0,00";"575.000,00";
"2022";"Emenda Individual - Transferências Especiais";"LOESTER TRUTIS";"0012";"MATO GROSSO DO SUL (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202240320012";"851.733,00";"0,00";"0,00";"851.733,00";"0,00";"851.733,00";
"2023";"Emenda Individual - Transferências Especiais";"FABIO RAMALHO";"0018";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202323680018";"859.554,00";"859.554,00";"859.554,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"RODOLFO NOGUEIRA";"0010";"CAMPO GRANDE - MS";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202444660010";"870.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"LASIER MARTINS";"0006";"RIO GRANDE DO SUL (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202337930006";"871.000,00";"871.000,00";"871.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"FABIO TRAD";"0004";"MATO GROSSO DO SUL (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202228360004";"875.000,00";"875.000,00";"875.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"RANDOLFE RODRIGUES";"0011";"AMAPÁ (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202229190011";"880.856,00";"880.856,00";"880.856,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"PAULO MAGALHAES";"0004";"BAHIA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202235680004";"881.972,00";"0,00";"0,00";"881.972,00";"0,00";"881.972,00";
"2023";"Emenda Individual - Transferências Especiais";"FLAVIO BOLSONARO";"0013";"RIO DE JANEIRO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202392190013";"891.732,00";"891.732,00";"891.732,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"RODRIGO MAIA";"0003";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202335780003";"896.064,00";"896.064,00";"896.064,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"MISAEL VARELLA";"0017";"VIÇOSA - MG";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202237310017";"900.000,00";"900.000,00";"900.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"AFONSO FLORENCE";"0014";"MORPARÁ - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202428710014";"900.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"HIRAN GONCALVES";"0008";"CANTÁ - RR";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202233960008";"900.000,00";"0,00";"0,00";"900.000,00";"0,00";"900.000,00";
"2022";"Emenda Individual - Transferências Especiais";"PROFESSOR JOZIEL";"0002";"NILÓPOLIS - RJ";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202240590002";"900.000,00";"900.000,00";"900.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"JULIO VENTURA";"0018";"PEDRA BRANCA - CE";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202342500018";"900.000,00";"900.000,00";"900.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"NEY LEPREVOST";"0007";"IBAITI - PR";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202340480007";"900.000,00";"900.000,00";"900.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"PASTOR DINIZ";"0014";"RORAIMA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202444410014";"900.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"LUIZ LIMA";"0011";"RIO DE JANEIRO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202241580011";"900.000,00";"525.000,00";"525.000,00";"375.000,00";"0,00";"375.000,00";
"2024";"Emenda Individual - Transferências Especiais";"AFONSO FLORENCE";"0022";"MAIRI - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202428710022";"900.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"ACACIO FAVACHO";"0002";"CUTIAS - AP";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202338970002";"900.051,00";"900.051,00";"900.051,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"GIACOBO";"0024";"NOVA AURORA - PR";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202219680024";"919.682,00";"0,00";"0,00";"919.682,00";"0,00";"919.682,00";
"2023";"Emenda Individual - Transferências Especiais";"ZEQUINHA MARINHO";"0009";"PARÁ (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202341820009";"931.000,00";"931.000,00";"931.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"BOSCO SARAIVA";"0007";"EIRUNEPÉ - AM";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202339230007";"948.503,00";"948.503,00";"948.503,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"VICENTINHO";"0010";"SÃO PAULO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202319970010";"950.000,00";"950.000,00";"950.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"JANDIRA FEGHALI";"0001";"RIO DE JANEIRO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202217750001";"950.000,00";"475.000,00";"475.000,00";"475.000,00";"0,00";"475.000,00";
"2022";"Emenda Individual - Transferências Especiais";"RANDOLFE RODRIGUES";"0004";"AMAPÁ (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202229190004";"950.000,00";"950.000,00";"950.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"DR. LUIZ OVANDO";"0015";"MATO GROSSO DO SUL (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202239640015";"969.682,00";"400.000,00";"400.000,00";"569.682,00";"0,00";"569.682,00";
"2023";"Emenda Individual - Transferências Especiais";"RONALDO MARTINS";"0011";"MUCAMBO - CE";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202337540011";"977.525,00";"977.525,00";"977.525,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"NIVALDO ALBUQUERQUE";"0014";"PINDOBA - AL";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202338390014";"977.525,00";"977.525,00";"977.525,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"ATILA LINS";"0007";"AMAZONAS (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202316190007";"977.525,00";"977.525,00";"977.525,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"NEREU CRISPIM";"0007";"SARANDI - RS";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202341210007";"977.525,00";"977.525,00";"977.525,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"VANDERLEI MACRIS";"0010";"LOUVEIRA - SP";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202323660010";"977.525,00";"977.525,00";"977.525,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"VAIDON OLIVEIRA";"0010";"MILHÃ - CE";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202338590010";"977.525,00";"977.525,00";"977.525,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"JOSE NUNES";"0016";"ITAMBÉ - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202327450016";"977.525,00";"977.525,00";"977.525,00";"0,00";"0,00";"0,00";
