"Ano";"Tipo de Emenda";"Autor da emenda";"Número da emenda";"Localidade do gasto (Regionalização)";"Função";"Subfunção";"Programa Orçamentário";"Ação Orçamentária";"Plano Orçamentário";"Código da emenda";"Valor empenhado";"Valor liquidado";"Valor pago";"Valor Restos a Pagar Inscritos";"Valor Restos a Pagar Cancelados";"Valor Restos a Pagar Pagos";
"2024";"Emenda Individual - Transferências Especiais";"ALEXANDRE GUIMARAES";"0011";"TOCANTINS (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202442940011";"15.985.792,00";"9.121.410,99";"9.121.410,99";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"JUAREZ COSTA";"0003";"MATO GROSSO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202441540003";"16.000.000,00";"9.129.518,00";"9.129.518,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"FILIPE MARTINS";"0004";"TOCANTINS (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202443750004";"16.000.000,00";"9.129.518,00";"9.129.518,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"ELMAR NASCIMENTO";"0001";"BAHIA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202430910001";"16.000.000,00";"9.129.518,00";"9.129.518,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"DANRLEI DE DEUS HINTERHOLZ";"0007";"RIO GRANDE DO SUL (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202428610007";"16.000.000,00";"12.469.431,06";"12.469.431,06";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"LUIS TIBE";"0004";"MINAS GERAIS (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202427620004";"16.000.000,00";"9.129.518,00";"9.129.518,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"SEVERINO PESSOA";"0003";"ALAGOAS (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202341310003";"16.019.117,00";"16.019.117,00";"16.019.117,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"GUSTINHO RIBEIRO";"0009";"SERGIPE (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202441010009";"16.035.792,00";"9.149.940,74";"9.149.940,74";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"ALUISIO MENDES";"0002";"MARANHÃO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202430430002";"16.035.792,00";"9.149.940,74";"9.149.940,74";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"MARGARETE COELHO";"0001";"PIAUÍ (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202340430001";"16.039.398,00";"16.039.398,00";"16.039.398,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"RENATA ABREU";"0006";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202337460006";"16.047.592,00";"16.047.592,00";"16.047.592,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"FAUSTO PINATO";"0005";"SÃO PAULO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202331340005";"16.047.599,00";"16.047.599,00";"16.047.599,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"ROSSONI";"0001";"BITURUNA - PR";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202337570001";"16.047.710,00";"16.047.710,00";"16.047.710,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"BACELAR";"0002";"BAHIA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202330510002";"16.047.711,00";"16.047.711,00";"16.047.711,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"MAGDA MOFATTO";"0001";"GOIÁS (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202329350001";"16.047.711,00";"16.047.711,00";"16.047.711,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"BOZZELLA";"0002";"SÃO PAULO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202390890002";"16.047.711,00";"16.047.711,00";"16.047.711,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"HILDO ROCHA";"0003";"MARANHÃO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202333930003";"16.047.711,00";"16.047.711,00";"16.047.711,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"ALINE SLEUTJES";"0001";"PARANÁ (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202339110001";"16.047.711,00";"16.047.711,00";"16.047.711,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"ISNALDO BULHOES JR.";"0004";"ALAGOAS (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202340180004";"16.047.711,00";"16.047.711,00";"16.047.711,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"DIEGO GARCIA";"0002";"PARANÁ (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202330840002";"16.047.711,00";"16.047.711,00";"16.047.711,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"JOAO CARLOS BACELAR";"0001";"BAHIA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202312700001";"16.047.711,00";"16.047.711,00";"16.047.711,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"DAGOBERTO NOGUEIRA";"0001";"MATO GROSSO DO SUL (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202321700001";"16.050.072,00";"16.050.072,00";"16.050.072,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"MARCELO NILO";"0003";"BAHIA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202341170003";"16.050.072,00";"16.050.072,00";"16.050.072,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"DELEGADO EDER MAURO";"0003";"PARÁ (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202330820003";"16.050.970,00";"16.050.970,00";"16.050.970,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"POLICIAL KATIA SASTRE";"0003";"SÃO PAULO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202341260003";"16.050.970,00";"16.050.970,00";"16.050.970,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"LUIZ CARLOS MOTTA";"0003";"SÃO PAULO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202340350003";"16.051.617,00";"16.051.617,00";"16.051.617,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"CAPITAO ALBERTO NETO";"0003";"AMAZONAS (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202339260003";"16.051.618,00";"16.051.618,00";"16.051.618,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"VICENTINHO JUNIOR";"0001";"TOCANTINS (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202337750001";"16.051.698,00";"16.051.698,00";"16.051.698,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"MARX BELTRAO";"0001";"ALAGOAS (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202337280001";"16.051.698,00";"16.051.698,00";"16.051.698,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"MARIANA CARVALHO";"0005";"RONDÔNIA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202337250005";"16.051.698,00";"16.051.698,00";"16.051.698,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"AJ ALBUQUERQUE";"0001";"CEARÁ (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202339020001";"16.051.698,00";"16.051.698,00";"16.051.698,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"BETO PEREIRA";"0001";"MATO GROSSO DO SUL (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202339180001";"16.051.698,00";"16.051.698,00";"16.051.698,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"ARNALDO JARDIM";"0001";"SÃO PAULO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202323560001";"16.051.699,00";"16.051.699,00";"16.051.699,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"CORONEL CHRISOSTOMO";"0005";"RONDÔNIA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202339450005";"16.051.699,00";"16.051.699,00";"16.051.699,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"PATRICIA FERRAZ";"0004";"AMAPÁ (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202341960004";"16.051.699,00";"16.051.699,00";"16.051.699,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"BIRA DO PINDARE";"0003";"MARANHÃO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202339210003";"16.051.699,00";"16.051.699,00";"16.051.699,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"EDILAZIO JUNIOR";"0003";"MARANHÃO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202339680003";"16.051.699,00";"16.051.699,00";"16.051.699,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"EDIO LOPES";"0001";"MUCAJAÍ - RR";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202323700001";"16.051.699,00";"16.051.699,00";"16.051.699,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"SEBASTIAO OLIVEIRA";"0001";"PERNAMBUCO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202337600001";"16.051.699,00";"16.051.699,00";"16.051.699,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"ELCIONE BARBALHO";"0003";"PARÁ (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202331880003";"16.051.699,00";"16.051.699,00";"16.051.699,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"ARTHUR LIRA";"0002";"ALAGOAS (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202327260002";"16.051.699,00";"16.051.699,00";"16.051.699,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"GUSTINHO RIBEIRO";"0001";"SERGIPE (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202341010001";"16.051.699,00";"16.051.699,00";"16.051.699,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"LUCIO MOSQUINI";"0001";"RONDÔNIA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202337060001";"16.051.699,00";"16.051.699,00";"16.051.699,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"PASTOR SARGENTO ISIDORIO";"0002";"BAHIA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202341660002";"16.051.699,00";"16.051.699,00";"16.051.699,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"CARLOS CHIODINI";"0002";"SANTA CATARINA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202339290002";"16.051.699,00";"16.051.699,00";"16.051.699,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"EXPEDITO NETTO";"0001";"RONDÔNIA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202330960001";"16.051.699,00";"16.051.699,00";"16.051.699,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"ROBERIO MONTEIRO";"0001";"CEARÁ (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202391620001";"16.051.699,00";"16.051.699,00";"16.051.699,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"GEOVANIA DE SA";"0003";"SANTA CATARINA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202332350003";"16.051.699,00";"16.051.699,00";"16.051.699,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"JHONATAN DE JESUS";"0001";"RORAIMA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202326700001";"16.051.699,00";"16.051.699,00";"16.051.699,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"PEDRO LUCAS FERNANDES";"0003";"MARANHÃO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202341250003";"16.051.699,00";"16.051.699,00";"16.051.699,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"FABIO SCHIOCHET";"0001";"SANTA CATARINA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202339800001";"16.051.700,00";"16.051.700,00";"16.051.700,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"MARCO BERTAIOLLI";"0001";"SÃO PAULO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202341180001";"16.051.700,00";"16.051.700,00";"16.051.700,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"JAQUELINE CASSOL";"0005";"RONDÔNIA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202341490005";"16.051.700,00";"16.051.700,00";"16.051.700,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"LEO MORAES";"0005";"RONDÔNIA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202340300005";"16.051.700,00";"16.051.700,00";"16.051.700,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"DANIEL COELHO";"0001";"PERNAMBUCO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202330800001";"16.051.700,00";"16.051.700,00";"16.051.700,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"IDILVAN ALENCAR";"0001";"CEARÁ (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202341470001";"16.051.700,00";"16.051.700,00";"16.051.700,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"CARLOS VERAS";"0003";"PERNAMBUCO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202339310003";"16.051.700,00";"16.051.700,00";"16.051.700,00";"0,00";"0,00";"0,00";
